car_name,carisyou_url,aws_url,브랜드,국산/수입,가격,연비,연료,차급,외형,등급명,판매여부,출시일,단종일,승차정원,최고속도,배기량,엔진형식,구동방식,연비등급,price_int,price_int_low,price_int_high,displacement_int,fuel_efficiency_int,fuel_efficiency_int_low,fuel_efficiency_int_high
2010 포르쉐 카이엔(2세대),http://file.carisyou.com/newcar/color/3976_porsche_newcayenne2010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1559.jpg,포르쉐,수입,"8,720~1억4,940만원",6.7~11.7km/ℓ,"가솔린,가솔린/하이브리드,디젤",중형,SUV,디젤,단종,2010-06-11,2014-12-01,5명,220km/h,"2,967cc",V6,4WD,3등급,"87200000, 149400000",87200000,149400000,2967,"6.7, 11.7",6.7,11.7
2011 현대 쏘나타(YF),http://file.carisyou.com/upload/2019/07/18/FILE_201907180511042170.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1560.jpg,현대,국산,"1,410~3,000만원",10.5~13.6km/ℓ,"가솔린,엘피지",중형,세단,Y20그랜드,단종,2010-06-15,2011-07-12,5명,0km/h,"1,998cc",세타ll2.0VVT,FF,2등급,"14100000, 30000000",14100000,30000000,1998,"10.5, 13.6",10.5,13.6
2011 기아 뉴 카렌스,http://file.carisyou.com/newcar/color/3978_kia_newcarens2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1561.jpg,기아,국산,"1,592~2,402만원",7.7~10.6km/ℓ,"가솔린,엘피지",준중형,RV,2.0LPIGX고급형,단종,2010-06-21,2012-08-01,7명,0km/h,"1,998cc",2.0LPI,FF,4등급,"15920000, 24020000",15920000,24020000,1998,"7.7, 10.6",7.7,10.6
2011 폭스바겐 제타(6세대),http://file.carisyou.com/newcar/color/3979_volkswagen_newjetta2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1562.jpg,폭스바겐,수입,"2,990~3,540만원",16.0~19.1km/ℓ,디젤,준중형,세단,1.6TDI블루모션,단종,2011-05-02,2014-12-01,5명,190km/h,"1,598cc",1.6TDI,FF,1등급,"29900000, 35400000",29900000,35400000,1598,"16.0, 19.1",16.0,19.1
2011 쉐보레 카마로,http://file.carisyou.com/newcar/color/3981_chevrolet_camaro2010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1563.jpg,쉐보레,국산,"4,700~4,800만원",9.1km/ℓ,가솔린,중형,쿠페,3.6,단종,2011-03-01,2012-06-01,4명,0km/h,"3,564cc",24-ValveDOHC,FR,4등급,"47000000, 48000000",47000000,48000000,3564,9.1,9.1,9.1
2010 페라리 458 이탈리아,http://file.carisyou.com/newcar/color/3982_ferrari_458italia2010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1564.jpg,페라리,수입,"3억7,900만원",5.6km/ℓ,가솔린,중형,쿠페,4.5,단종,2010-06-29,2015-07-15,2명,325km/h,"4,497cc",V8,MR,5등급,379000000,379000000,379000000,4497,5.6,5.6,5.6
2011 현대 아반떼 LPi 하이브리드(HD),http://file.carisyou.com/upload/2019/07/24/FILE_201907240136330750.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1565.jpg,현대,국산,"2,054~2,324만원",14.0km/ℓ,엘피지/하이브리드,준중형,세단,1.6HDel,단종,2010-07-01,2013-12-01,5명,0km/h,"1,591cc",I4LPiDOHC,FF,2등급,"20540000, 23240000",20540000,23240000,1591,14.0,14.0,14.0
2010 벤츠 SLS AMG,http://file.carisyou.com/newcar/color/3984_benz_slsamg2010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1566.jpg,벤츠,수입,"2억5,550~2억8,260만원",6.3km/ℓ,가솔린,중형,쿠페,6.2,단종,2010-07-05,2014-09-01,2명,317km/h,"6,208cc",V8,FR,5등급,"255500000, 282600000",255500000,282600000,6208,6.3,6.3,6.3
2011 르노삼성 QM5,http://file.carisyou.com/newcar/color/3985_renaultsamsung_qm52011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1567.jpg,르노삼성,국산,"2,330~3,180만원",11.8~13.8km/ℓ,"가솔린,디젤",준중형,SUV,가솔린2WD시티SE25CVT,단종,2010-07-01,2011-06-30,5명,0km/h,"2,488cc",2.5CVTC,FF,3등급,"23300000, 31800000",23300000,31800000,2488,"11.8, 13.8",11.8,13.8
2011 한국지엠 마티즈 크리에이티브,http://file.carisyou.com/newcar/color/3986_gmdaewoo_matizcreative2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1568.jpg,한국지엠,국산,"774~1,231만원",13.6~21.0km/ℓ,"가솔린,엘피지",경형,해치백,승용밴,단종,2010-07-05,2011-03-01,2명,0km/h,995cc,1.0DOHC,FF,1등급,"7740000, 12310000",7740000,12310000,995,"13.6, 21.0",13.6,21.0
2011 기아 쏘렌토R,http://file.carisyou.com/newcar/color/3987_kia_sorentor2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1569.jpg,기아,국산,"2,492~3,802만원",7.9~15.0km/ℓ,"가솔린,디젤,엘피지",중형,SUV,가솔린2.42WDLX고급형,단종,2010-07-05,2011-08-25,7명,0km/h,"2,359cc",2.4CVVT,FF,3등급,"24920000, 38020000",24920000,38020000,2359,"7.9, 15.0",7.9,15.0
2010 캐딜락 CTS-V(2세대),http://file.carisyou.com/newcar/color/3988_cadillac_newcts-v2010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1570.jpg,캐딜락,수입,1억200만원,6.0km/ℓ,가솔린,중형,세단,6.2,단종,2010-07-03,2014-06-22,5명,0km/h,"6,162cc",V8슈퍼차져,FR,5등급,102000000,102000000,102000000,6162,6.0,6.0,6.0
2010 푸조 207,http://file.carisyou.com/newcar/color/3989_peugeot_207millesim2010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1571.jpg,푸조,수입,"2,590~3,410만원",13.8km/ℓ,가솔린,소형,해치백,밀레짐207GT,단종,2010-07-20,2012-11-13,5명,190km/h,"1,598cc",직렬4기통,FF,2등급,"25900000, 34100000",25900000,34100000,1598,13.8,13.8,13.8
2010 람보르기니 가야르도,http://file.carisyou.com/newcar/color/3990_lamborghini_gallardo2010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1572.jpg,람보르기니,수입,"2억9,000~3억9,500만원",5.7~6.3km/ℓ,가솔린,중형,쿠페,LP550-2발렌티노발보니,단종,2010-09-15,2013-12-01,2명,320km/h,"5,204cc",V10,MR,5등급,"290000000, 395000000",290000000,395000000,5204,"5.7, 6.3",5.7,6.3
2010 폭스바겐 파사트(6세대),http://file.carisyou.com/newcar/color/3991_volkswagen_newpassat2010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1573.jpg,폭스바겐,수입,"4,530만원",15.1km/ℓ,디젤,중형,세단,2.0TDI럭셔리에디션,단종,2010-07-01,2012-08-01,5명,0km/h,"1,968cc",2.0TDI,FF,1등급,45300000,45300000,45300000,1968,15.1,15.1,15.1
2011 재규어 XF(1세대),http://file.carisyou.com/newcar/color/3992_jaguar_xf2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1574.jpg,재규어,수입,"8,390만원",7.6km/ℓ,가솔린,중형,세단,5.0프리미엄,단종,2010-07-26,2011-11-01,5명,250km/h,"5,000cc",V8,FR,5등급,83900000,83900000,83900000,5000,7.6,7.6,7.6
2011 미니 미니 컨트리맨(1세대),http://file.carisyou.com/newcar/color/3993_mini_countyman2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1575.jpg,미니,수입,"3,850~5,160만원",12.0~13.4km/ℓ,"가솔린,디젤",소형,SUV,쿠퍼D,미정,,,4명,185km/h,"1,598cc",직렬4기통,FF,0등급,"38500000, 51600000",38500000,51600000,1598,"12.0, 13.4",12.0,13.4
2010 포르쉐 박스터(2세대),http://file.carisyou.com/newcar/color/3994_porsche_boxster2010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1576.jpg,포르쉐,수입,1억960만원,9.0km/ℓ,가솔린,준중형,컨버터블,스파이더,단종,2009-11-01,2012-06-12,2명,265km/h,"3,436cc",수평대향6기통,MR,4등급,109600000,109600000,109600000,3436,9.0,9.0,9.0
2011 지프 그랜드 체로키(4세대),http://file.carisyou.com/newcar/color/3995_jeep_newgrandcherokee2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1577.jpg,지프,수입,"5,530~6,840만원",7.7~10.7km/ℓ,"가솔린,디젤",중형,SUV,3.6고급형,단종,2010-10-12,2012-01-08,5명,0km/h,"3,604cc",V63.6,4WD,5등급,"55300000, 68400000",55300000,68400000,3604,"7.7, 10.7",7.7,10.7
2010 볼보 XC90(1세대),http://file.carisyou.com/newcar/color/3996_volvo_xc902010_0.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1578.jpg,볼보,수입,"6,850~7,260만원",7.8~10.2km/ℓ,"가솔린,디젤",준대형,SUV,D5AWD,단종,2010-01-01,2011-12-01,7명,190km/h,"2,401cc",I5Turbo,4WD,4등급,"68500000, 72600000",68500000,72600000,2401,"7.8, 10.2",7.8,10.2
2011 인피니티 QX(2세대),http://file.carisyou.com/newcar/color/3997_infiniti_qx2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1579.jpg,인피니티,수입,"1억2,180만원",6.3km/ℓ,가솔린,대형,SUV,56,단종,2010-09-27,2013-12-01,7명,0km/h,"5,552cc",V8DOHC,4WD,5등급,121800000,121800000,121800000,5552,6.3,6.3,6.3
2011 기아 포르테 해치백,http://file.carisyou.com/newcar/color/3998_kia_fortehatchback2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1580.jpg,기아,국산,"1,350~1,865만원",13.0~16.6km/ℓ,가솔린,준중형,해치백,GDI디럭스,단종,2010-09-02,2013-03-31,5명,0km/h,"1,591cc",1.6GDI,FF,1등급,"13500000, 18650000",13500000,18650000,1591,"13.0, 16.6",13.0,16.6
2011 볼보 S80(2세대),http://file.carisyou.com/newcar/color/3999_volvo_news802011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1581.jpg,볼보,수입,"6,870~8,080만원",7.9km/ℓ,가솔린,중형,세단,T6,단종,2010-08-16,2013-08-01,5명,250km/h,"2,953cc",직렬6기통트윈터보,4WD,5등급,"68700000, 80800000",68700000,80800000,2953,7.9,7.9,7.9
2010 BMW X6(1세대),http://file.carisyou.com/newcar/color/4000_bmw_x62010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1582.jpg,BMW,수입,"9,390~1억5,380만원",7.0~10.5km/ℓ,"가솔린,가솔린/하이브리드,디젤",중형,SUV,x드라이브30d,단종,2010-01-01,2010-12-31,4명,210km/h,"2,993cc",직렬6기통,4WD,4등급,"93900000, 153800000",93900000,153800000,2993,"7.0, 10.5",7.0,10.5
2011 닛산 로그 플러스(1세대),http://file.carisyou.com/newcar/color/4001_nissan_newrogue+2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1583.jpg,닛산,수입,"3,100~3,580만원",9.9~10.6km/ℓ,가솔린,준중형,SUV,2WDCVT,단종,2010-08-24,2015-06-01,5명,0km/h,"2,488cc",직렬4기통,FF,4등급,"31000000, 35800000",31000000,35800000,2488,"9.9, 10.6",9.9,10.6
2011 포드 머스탱(5세대),http://file.carisyou.com/newcar/color/4002_ford_newmustang2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1584.jpg,포드,수입,"4,110~4,700만원",9.2km/ℓ,가솔린,중형,쿠페,쿠페,단종,2010-08-26,2012-08-07,4명,0km/h,"3,726cc",V6,FR,4등급,"41100000, 47000000",41100000,47000000,3726,9.2,9.2,9.2
2010 볼보 C70(2세대),http://file.carisyou.com/newcar/color/4003_volvo_newc702010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1585.jpg,볼보,수입,"7,090만원",9.2km/ℓ,가솔린,준중형,컨버터블,T5,단종,2010-08-30,2013-04-01,4명,235km/h,"2,521cc",직렬5기통터보,FF,5등급,70900000,70900000,70900000,2521,9.2,9.2,9.2
2010 폭스바겐 페이톤,http://file.carisyou.com/newcar/color/4004_volkswagen_newphaeton2010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1586.jpg,폭스바겐,수입,"9,130~1억2,850만원",6.9~9.6km/ℓ,"가솔린,디젤",대형,세단,V63.0TDI,단종,2010-09-07,2014-01-01,5명,237km/h,"2,967cc",V63.0TDI,4WD,4등급,"91300000, 128500000",91300000,128500000,2967,"6.9, 9.6",6.9,9.6
2011 르노삼성 뉴 SM5(L43),http://file.carisyou.com/newcar/color/4005_renaultsamsung_newsm52011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1587.jpg,르노삼성,국산,"1,735~3,010만원",9.6~12.5km/ℓ,"가솔린,엘피지",중형,세단,PECVT,단종,2010-09-01,2011-08-31,5명,0km/h,"1,998cc",I4CVTCⅡ,FF,3등급,"17350000, 30100000",17350000,30100000,1998,"9.6, 12.5",9.6,12.5
2011 렉서스 ES(5세대),http://file.carisyou.com/newcar/color/4006_lexus_newes2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1588.jpg,렉서스,수입,"5,550~5,990만원",9.8km/ℓ,가솔린,중형,세단,350프리미엄,단종,2010-09-01,2012-09-12,5명,0km/h,"3,456cc",V6,FF,4등급,"55500000, 59900000",55500000,59900000,3456,9.8,9.8,9.8
2011 기아 포르테,http://file.carisyou.com/newcar/color/4007_kia_forte2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1589.jpg,기아,국산,"1,325~1,810만원",12.0~17.5km/ℓ,"가솔린,엘피지",준중형,세단,GDI디럭스,단종,2010-09-02,2012-09-16,5명,0km/h,"1,591cc",1.6GDI,FF,1등급,"13250000, 18100000",13250000,18100000,1591,"12.0, 17.5",12.0,17.5
2011 기아 포르테 쿱,http://file.carisyou.com/upload/2019/07/23/FILE_201907231100281670.png,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1590.jpg,기아,국산,"1,592~1,927만원",10.9~13.8km/ℓ,가솔린,준중형,쿠페,럭셔리GDI,단종,2010-09-02,2013-08-01,5명,0km/h,"1,591cc",1.6GDI,FF,2등급,"15920000, 19270000",15920000,19270000,1591,"10.9, 13.8",10.9,13.8
2011 렉서스 IS(2세대),http://file.carisyou.com/newcar/color/4009_lexus_newis2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1591.jpg,렉서스,수입,"4,300~8,700만원",7.7~10.2km/ℓ,가솔린,준중형,세단,250스탠다드,단종,2010-09-20,2013-06-25,5명,0km/h,"2,500cc",2.5V624밸브,FR,4등급,"43000000, 87000000",43000000,87000000,2500,"7.7, 10.2",7.7,10.2
2011 한국지엠 라세티 프리미어,http://file.carisyou.com/newcar/color/4010_gmdaewoo_lacettipremiereid2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1592.jpg,한국지엠,국산,"1,301~2,142만원",13.0~15.9km/ℓ,"가솔린,디젤",준중형,세단,SE,단종,2010-09-06,2011-03-01,5명,0km/h,"1,598cc",1.6DOHC,FF,1등급,"13010000, 21420000",13010000,21420000,1598,"13.0, 15.9",13.0,15.9
2010 마세라티 그란투리스모,http://file.carisyou.com/newcar/color/4011_maserati_granturismos2010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1593.jpg,마세라티,수입,"2억4,000~2억5,500만원",5.6km/ℓ,가솔린,중형,쿠페,4.7레드S,단종,2010-01-01,2011-01-01,4명,295km/h,"4,691cc",V8,FR,5등급,"240000000, 255000000",240000000,255000000,4691,5.6,5.6,5.6
2011 아우디 A8(3세대),http://file.carisyou.com/newcar/color/4012_audi_newa82011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1594.jpg,아우디,수입,"1억2,000~2억4,500만원",7.0~12.8km/ℓ,"가솔린,디젤",대형,세단,3.0TDI콰트로,단종,2011-09-26,2012-09-01,5명,210km/h,"2,967cc",V6TDI,4WD,3등급,"120000000, 245000000",120000000,245000000,2967,"7.0, 12.8",7.0,12.8
2010 렉서스 GS(3세대),http://file.carisyou.com/newcar/color/4013_lexus_newgs2010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1595.jpg,렉서스,수입,"7,850~9,050만원",10.3~12.7km/ℓ,"가솔린,가솔린/하이브리드",중형,세단,350스페셜에디션,단종,2010-09-14,2012-03-11,5명,0km/h,"3,456cc",V6,FR,4등급,"78500000, 90500000",78500000,90500000,3456,"10.3, 12.7",10.3,12.7
2011 폭스바겐 티구안(1세대),http://file.carisyou.com/newcar/color/4014_volkswagen_tiguan2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1596.jpg,폭스바겐,수입,"4,330만원",15.0km/ℓ,디젤,준중형,SUV,2.0TDI,단종,2010-09-01,2011-09-06,5명,182km/h,"1,968cc",직렬4기통,4WD,1등급,43300000,43300000,43300000,1968,15.0,15.0,15.0
2010 현대 i10,http://file.carisyou.com/newcar/color/4015_hyundai_i102010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1597.jpg,현대,국산,-만원,-,가솔린,경형,해치백,1.2DOHC,미정,,,5명,0km/h,"1,248cc",1.2DOHC,FF,0등급,-,9999999999,9999999999,1248,-,0.0,0.0
2010 기아 씨드,http://file.carisyou.com/newcar/color/4016_kia_ceed2010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1598.jpg,기아,국산,-만원,-,가솔린,준중형,해치백,1.6CVVT,미정,,,5명,0km/h,"1,591cc",-,FF,0등급,-,9999999999,9999999999,1591,-,0.0,0.0
2010 혼다 인사이트(2세대),http://file.carisyou.com/newcar/color/4017_honda_insight2010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1599.jpg,혼다,수입,"2,950~3,200만원",23.0km/ℓ,가솔린/하이브리드,준중형,해치백,1.3CVT,단종,2010-10-19,2015-06-01,5명,0km/h,"1,339cc",I4,FF,1등급,"29500000, 32000000",29500000,32000000,1339,23.0,23.0,23.0
2011 포르쉐 911(6세대),http://file.carisyou.com/newcar/color/4018_porsche_new9112011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1600.jpg,포르쉐,수입,"1억4,550~2억8,400만원",6.6~8.5km/ℓ,가솔린,준중형,쿠페,카레라GTS쿠페,단종,2010-01-01,2012-01-16,2명,304km/h,"3,800cc",수평대향6기통,RR,4등급,"145500000, 284000000",145500000,284000000,3800,"6.6, 8.5",6.6,8.5
2011 아우디 Q7(1세대),http://file.carisyou.com/newcar/color/4020_audi_newq72011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1601.jpg,아우디,수입,"8,480~1억2,790만원",9.5~10.3km/ℓ,디젤,대형,SUV,3.0TDI콰트로,단종,2011-09-01,2016-03-03,6명,210km/h,"2,967cc",V6터보디젤,4WD,4등급,"84800000, 127900000",84800000,127900000,2967,"9.5, 10.3",9.5,10.3
2011 폭스바겐 CC,http://file.carisyou.com/newcar/color/4021_volkswagen_cc2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1602.jpg,폭스바겐,수입,"5,190만원",11.5~17.1km/ℓ,"가솔린,디젤",중형,세단,2.0TDI,단종,2010-09-27,2011-08-31,5명,224km/h,"1,968cc",TDI,FF,1등급,51900000,51900000,51900000,1968,"11.5, 17.1",11.5,17.1
2010 마이바흐 57,http://file.carisyou.com/newcar/color/4022_maybach_572010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1603.jpg,마이바흐,수입,"5억7,000만원",5.3km/ℓ,가솔린,대형,세단,V12,단종,2010-01-01,2012-01-01,4명,250km/h,"5,513cc",V12바이터보,FR,5등급,570000000,570000000,570000000,5513,5.3,5.3,5.3
2010 마이바흐 62,http://file.carisyou.com/newcar/color/4023_maybach_622010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1604.jpg,마이바흐,수입,"8억5,000만원",5.3km/ℓ,가솔린,대형,세단,V12,단종,2010-01-01,2012-01-01,4명,250km/h,"5,513cc",V12바이터보,FR,5등급,850000000,850000000,850000000,5513,5.3,5.3,5.3
2011 기아 K7,http://file.carisyou.com/newcar/color/4024_kia_k72011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1605.jpg,기아,국산,"2,285~4,135만원",8.9~11.8km/ℓ,"가솔린,엘피지",준대형,세단,VG240디럭스,단종,2010-04-01,2011-02-13,5명,0km/h,"2,359cc",세타Ⅱ2.4MPI,FF,3등급,"22850000, 41350000",22850000,41350000,2359,"8.9, 11.8",8.9,11.8
2011 기아 오피러스 프리미엄,http://file.carisyou.com/newcar/color/4025_kia_opirus2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1606.jpg,기아,국산,"3,310~5,041만원",8.4~10.6km/ℓ,"가솔린,엘피지",준대형,세단,GH270디럭스,단종,2010-10-05,2012-04-01,5명,0km/h,"2,656cc",V6뮤2.7,FF,3등급,"33100000, 50410000",33100000,50410000,2656,"8.4, 10.6",8.4,10.6
2011 렉서스 LS(4세대),http://file.carisyou.com/newcar/color/4026_lexus_newls2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1607.jpg,렉서스,수입,"1억2,980만원",8.8km/ℓ,가솔린,대형,세단,460스포트,단종,2010-10-11,2012-08-01,5명,0km/h,"4,608cc",V8,FR,4등급,129800000,129800000,129800000,4608,8.8,8.8,8.8
2011 미니 미니 해치(2세대),http://file.carisyou.com/newcar/color/4027_mini_newmini2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1608.jpg,미니,수입,"3,040~3,950만원",14.5~15.3km/ℓ,가솔린,소형,해치백,쿠퍼SE,단종,2010-10-13,2014-04-09,4명,197km/h,"1,598cc",직렬4기통,FF,2등급,"30400000, 39500000",30400000,39500000,1598,"14.5, 15.3",14.5,15.3
2011 미니 미니 컨버터블(2세대),http://file.carisyou.com/newcar/color/4028_mini_newminiconvertible2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1609.jpg,미니,수입,"3,830~4,360만원",14.0~14.9km/ℓ,가솔린,소형,컨버터블,쿠퍼,단종,2010-10-13,2015-10-01,4명,191km/h,"1,598cc",직렬4기통,FF,2등급,"38300000, 43600000",38300000,43600000,1598,"14.0, 14.9",14.0,14.9
2011 미니 미니 클럽맨(1세대),http://file.carisyou.com/newcar/color/4029_mini_newminiclubman2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1610.jpg,미니,수입,"3,480~4,370만원",14.0~14.9km/ℓ,가솔린,소형,해치백,쿠퍼,단종,2010-10-13,2015-06-01,4명,195km/h,"1,598cc",직렬4기통,FF,2등급,"34800000, 43700000",34800000,43700000,1598,"14.0, 14.9",14.0,14.9
2011 페라리 599 HGTE,http://file.carisyou.com/newcar/color/4030_ferrari_599hgte2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1611.jpg,페라리,수입,"5억2,000만원",5.2km/ℓ,가솔린,중형,쿠페,V12,단종,2010-10-13,2012-12-01,2명,330km/h,"5,999cc",V12,FR,5등급,520000000,520000000,520000000,5999,5.2,5.2,5.2
2011 현대 엑센트(RB),http://file.carisyou.com/newcar/color/4031_hyundai_accent2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1612.jpg,현대,국산,"900~1,680만원",16.1~23.5km/ℓ,"가솔린,디젤",소형,세단,1.4VVT럭셔리,단종,2010-11-01,2012-01-01,5명,0km/h,"1,396cc",1.4VVT,FF,1등급,"9000000, 16800000",9000000,16800000,1396,"16.1, 23.5",16.1,23.5
2011 렉서스 CT,http://file.carisyou.com/newcar/color/4032_lexus_ct2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1613.jpg,렉서스,수입,"4,190~4,790만원",18.1km/ℓ,가솔린/하이브리드,준중형,해치백,200h컴팩트트렌디CVT,단종,2011-02-16,2014-03-25,5명,0km/h,"1,798cc",I4,FF,1등급,"41900000, 47900000",41900000,47900000,1798,18.1,18.1,18.1
2011 혼다 어코드(8세대),http://file.carisyou.com/newcar/color/4033_honda_newaccord2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1614.jpg,혼다,수입,"3,490~4,060만원",9.9~11.1km/ℓ,가솔린,중형,세단,2.4,단종,2010-10-26,2012-12-11,5명,0km/h,"2,354cc",I4,FF,3등급,"34900000, 40600000",34900000,40600000,2354,"9.9, 11.1",9.9,11.1
2011 쌍용 코란도 C,http://file.carisyou.com/newcar/color/4034_ssangyong_korandoc2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1615.jpg,쌍용,국산,"1,995~2,735만원",14.6~17.6km/ℓ,디젤,준중형,SUV,시크,단종,2011-02-22,2012-02-05,5명,0km/h,"1,998cc",인라인4기통,FF,1등급,"19950000, 27350000",19950000,27350000,1998,"14.6, 17.6",14.6,17.6
2010 아우디 A4(4세대),http://file.carisyou.com/newcar/color/4036_audi_newa42010_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1616.jpg,아우디,수입,"4,990~5,400만원",10.0~10.5km/ℓ,가솔린,준중형,세단,2.0TFSI콰트로,단종,2010-09-01,2011-01-01,5명,210km/h,"1,984cc",4기통터보,4WD,4등급,"49900000, 54000000",49900000,54000000,1984,"10.0, 10.5",10.0,10.5
2011 벤틀리 뮬산,http://file.carisyou.com/newcar/color/4037_bentley_mulsanne2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1617.jpg,벤틀리,수입,"5억1,800만원",4.9km/ℓ,가솔린,대형,세단,V8,단종,2010-01-01,2013-01-01,5명,296km/h,"6,752cc",V8트윈터보,FR,5등급,518000000,518000000,518000000,6752,4.9,4.9,4.9
2012 랜드로버 레인지로버 이보크(1세대),http://file.carisyou.com/newcar/color/4038_landrover_rangeroverevoque2012_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1618.jpg,랜드로버,수입,"7,330~8,890만원",10.3~13.7km/ℓ,"가솔린,디젤",준중형,SUV,2.2SD4프레스티지,단종,2011-11-15,2014-03-03,5명,195km/h,"2,179cc",직렬4기통,4WD,3등급,"73300000, 88900000",73300000,88900000,2179,"10.3, 13.7",10.3,13.7
2011 BMW X3(2세대),http://file.carisyou.com/newcar/color/4039_bmw_newx32011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1619.jpg,BMW,수입,"5,870~7,590만원",13.9~14.5km/ℓ,"가솔린,디젤",준중형,SUV,x드라이브35i,미정,,,5명,0km/h,"2,979cc",직렬6기통터보,4WD,0등급,"58700000, 75900000",58700000,75900000,2979,"13.9, 14.5",13.9,14.5
2011 캐딜락 에스컬레이드(3세대),http://file.carisyou.com/newcar/color/4040_cadillac_escalade2011_100.jpg,https://whatcar.s3.ap-northeast-2.amazonaws.com/photo/1620.jpg,캐딜락,수입,"1억2,500만원",5.9km/ℓ,가솔린,대형,SUV,플레티넘에디션,단종,2010-01-01,2012-01-01,7명,0km/h,"6,162cc",V8,4WD,5등급,125000000,125000000,125000000,6162,5.9,5.9,5.9
